City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Sawtell,AU,-30.3833,153.1,71.62,60,40,13.8,scattered clouds
350,Iralaya,HN,15.0,-83.2333,79.83,84,94,8.81,overcast clouds
351,Tahoua,NE,14.8888,5.2692,71.58,26,0,4.61,clear sky
352,Bonavista,CA,48.6499,-53.1147,34.75,79,96,13.6,overcast clouds
353,Kralendijk,BQ,12.15,-68.2667,82.53,81,41,19.93,scattered clouds
354,Kalabo,ZM,-14.97,22.6814,69.04,81,100,4.9,overcast clouds
355,Metapan,SV,14.3333,-89.45,79.18,87,25,5.01,scattered clouds
356,Fort Nelson,CA,58.8053,-122.7002,33.39,77,75,10.36,broken clouds
357,Nyaunglebin,MM,17.95,96.7333,73.24,88,86,4.47,overcast clouds
358,Yakuplu,TR,40.9889,28.6758,52.95,87,75,3.44,broken clouds
359,Talnakh,RU,69.4865,88.3972,-13.65,100,96,5.3,overcast clouds
360,Jambi,ID,-1.6,103.6167,79.18,88,94,1.52,overcast clouds
361,Nikolskoye,RU,59.7035,30.7861,33.69,92,97,3.96,light snow
362,Katsuura,JP,35.1333,140.3,58.73,61,0,14.79,clear sky
363,Sulina,RO,45.1559,29.6536,49.55,85,100,8.46,overcast clouds
364,Makakilo City,US,21.3469,-158.0858,79.45,60,0,14.76,clear sky
365,Bara,NG,10.3744,10.7288,70.66,33,84,7.45,broken clouds
366,Marzuq,YE,14.4,46.4667,62.06,42,0,2.3,clear sky
367,Boueni,YT,-12.9025,45.0761,73.38,75,53,3.6,broken clouds
368,Evensk,RU,61.95,159.2333,15.78,69,100,9.64,overcast clouds
369,Bentiu,SS,9.2333,29.8333,73.71,41,19,4.94,few clouds
370,Hamilton,US,39.1834,-84.5333,41.88,94,100,10.36,light intensity drizzle
371,Grand Gaube,MU,-20.0064,57.6608,68.38,62,40,5.01,scattered clouds
372,Saint-Georges,GD,12.0564,-61.7485,78.6,85,15,12.95,moderate rain
373,Manggar,ID,-2.8833,108.2667,81.07,83,100,5.55,overcast clouds
374,Nabire,ID,-3.3667,135.4833,79.83,82,98,1.61,overcast clouds
375,Sorsk,RU,54.0033,90.2467,30.52,73,100,19.08,overcast clouds
376,Clermont,FR,49.5,2.4167,48.7,87,87,11.88,overcast clouds
377,Ahuimanu,US,21.4447,-157.8378,80.2,60,4,4.0,clear sky
378,Olafsvik,IS,64.8945,-23.7142,44.13,85,100,11.32,overcast clouds
379,Ewa Beach,US,21.3156,-158.0072,80.85,59,0,18.23,clear sky
380,Charcas,MX,23.1333,-101.1167,55.09,84,20,8.81,few clouds
381,Tottori,JP,35.5,134.2333,55.47,67,40,6.91,scattered clouds
382,Tenosique,MX,17.4833,-91.4333,75.76,88,36,3.83,light rain
383,Fort Saint James,CA,54.4333,-124.25,23.86,98,100,1.92,overcast clouds
384,Kyzyl-Suu,KG,42.3414,78.0056,30.94,59,100,5.97,overcast clouds
385,Dingle,PH,10.9995,122.6711,81.93,83,100,13.73,heavy intensity rain
386,Lichinga,MZ,-13.3128,35.2406,62.69,94,75,11.5,broken clouds
387,Rawson,AR,-43.3002,-65.1023,73.27,38,90,8.81,overcast clouds
388,Grindavik,IS,63.8424,-22.4338,45.07,93,75,8.05,broken clouds
389,Pokhara,NP,28.2333,83.9833,56.88,49,4,5.55,clear sky
390,Asau,RO,46.4333,26.4,36.52,62,100,5.28,overcast clouds
391,Jacareacanga,BR,-6.2222,-57.7528,72.97,99,100,1.77,overcast clouds
392,Havoysund,NO,70.9963,24.6622,41.23,72,100,19.01,overcast clouds
393,Neder Vindinge,DK,55.0321,11.8836,50.04,78,100,26.84,overcast clouds
394,Hauterive,FR,46.0901,3.4459,52.56,90,22,6.82,few clouds
395,Ruteng,ID,-8.6136,120.4721,73.56,70,98,0.38,overcast clouds
396,Medea,DZ,36.2642,2.7539,54.14,72,37,5.95,scattered clouds
397,Vila Velha,BR,-20.3297,-40.2925,76.95,95,100,5.75,mist
398,Batagay-Alyta,RU,67.8006,130.4114,-26.7,88,42,3.53,scattered clouds
399,Kavaratti,IN,10.5669,72.642,81.36,72,100,2.91,overcast clouds
400,Chengde,CN,40.9725,117.9361,38.16,51,99,2.08,overcast clouds
401,Chara,RU,56.9064,118.2631,0.91,89,100,0.27,overcast clouds
402,Upington,ZA,-28.4478,21.2561,64.08,29,2,6.93,clear sky
403,Paramirim,BR,-13.4425,-42.2389,74.19,77,100,4.61,overcast clouds
404,Ramganj Mandi,IN,24.65,75.9333,65.48,45,0,4.47,clear sky
405,Mnogovershinnyy,RU,53.9353,139.9242,18.01,89,100,2.55,light snow
406,Cabo San Lucas,MX,22.8909,-109.9124,77.5,69,20,4.0,few clouds
407,Rantepao,ID,-2.9701,119.8978,74.61,86,100,1.45,overcast clouds
408,Qasigiannguit,GL,68.8193,-51.1922,25.05,95,90,4.23,overcast clouds
409,Torbay,CA,47.6666,-52.7314,35.28,88,96,11.95,overcast clouds
410,Zaraza,VE,9.3503,-65.3245,74.5,93,96,5.03,overcast clouds
411,Price,US,39.5994,-110.8107,25.11,62,1,9.24,clear sky
412,Balezino,RU,57.9796,53.0106,15.82,85,94,4.54,overcast clouds
413,Toora-Khem,RU,52.4675,96.11,14.59,97,100,2.95,overcast clouds
414,Bose,IT,45.4612,8.0137,47.21,96,100,0.38,overcast clouds
415,Ola,RU,59.5833,151.2833,7.25,70,25,6.55,scattered clouds
416,Nishihara,JP,26.1842,127.7558,72.68,73,75,10.36,broken clouds
417,Ostrovnoy,RU,68.0531,39.5131,37.18,80,100,21.05,light rain
418,Oranjemund,NA,-28.55,16.4333,57.33,89,55,4.23,broken clouds
419,Taoudenni,ML,22.6783,-3.9836,77.11,14,100,11.39,overcast clouds
420,Chazuta,PE,-6.5742,-76.1367,75.36,94,100,0.27,overcast clouds
421,Pitimbu,BR,-7.4706,-34.8086,77.7,80,9,8.1,clear sky
422,Havelock,US,34.8791,-76.9013,69.75,89,75,11.5,broken clouds
423,Yendi,GH,9.4427,-0.0099,73.0,25,7,5.17,clear sky
424,Hoquiam,US,46.9809,-123.8893,51.94,65,0,8.05,clear sky
425,Sisimiut,GL,66.9395,-53.6735,17.26,89,98,6.33,overcast clouds
426,Manaure,CO,11.7751,-72.4445,81.03,82,36,14.5,scattered clouds
427,Mahajanga,MG,-15.7167,46.3167,73.42,94,40,5.75,thunderstorm
428,Dubai,AE,25.2582,55.3047,81.27,71,0,11.41,clear sky
429,Sobolevo,RU,54.4299,31.8996,32.63,89,100,7.78,overcast clouds
430,Hay River,CA,60.8156,-115.7999,17.94,80,58,17.27,broken clouds
431,Harwich,GB,51.9419,1.2844,52.25,82,31,7.0,scattered clouds
432,Bayonet Point,US,28.3267,-82.6834,75.36,89,100,8.81,overcast clouds
433,Coquimbo,CL,-29.9533,-71.3436,60.19,84,96,2.04,overcast clouds
434,Kawalu,ID,-7.3817,108.2082,76.8,88,100,1.9,overcast clouds
435,Gushikawa,JP,26.3544,127.8686,72.63,68,95,12.73,overcast clouds
436,Zhigansk,RU,66.7697,123.3711,-21.82,98,100,12.39,overcast clouds
437,Pangnirtung,CA,66.1451,-65.7125,-1.3,94,98,3.29,overcast clouds
438,Atambua,ID,-9.1061,124.8925,84.78,62,93,2.13,overcast clouds
439,Kloulklubed,PW,7.0419,134.2556,82.92,76,100,17.09,overcast clouds
440,Northam,GB,51.0333,-4.2167,45.39,95,43,14.99,scattered clouds
441,Istria,RO,44.5667,28.7167,40.15,92,80,7.96,broken clouds
442,Cidreira,BR,-30.1811,-50.2056,66.61,66,0,7.85,clear sky
443,Saint Anthony,US,45.0205,-93.218,32.25,93,100,4.61,light snow
444,Erdenet,MN,49.0333,104.0833,21.36,59,79,6.55,broken clouds
445,Kochi,IN,9.9399,76.2602,77.02,87,46,4.12,scattered clouds
446,Sorland,NO,67.667,12.6934,42.66,57,26,14.41,scattered clouds
447,Damaturu,NG,11.747,11.9608,69.75,27,65,8.86,broken clouds
448,Puerto Leguizamo,CO,-0.1934,-74.7819,73.36,98,100,2.04,moderate rain
449,Kassala,SD,15.451,36.4,80.04,40,0,5.48,clear sky
450,Nalut,LY,30.3333,10.85,59.38,30,0,7.09,clear sky
451,Moron,AR,-34.6534,-58.6198,75.96,39,6,2.57,clear sky
452,Morgan City,US,29.6994,-91.2068,48.02,81,100,13.8,overcast clouds
453,Okhotsk,RU,59.3833,143.3,2.35,60,34,11.3,scattered clouds
454,Abapo,BO,-18.8333,-63.4667,71.78,56,100,1.1,overcast clouds
455,Strazske,SK,48.8735,21.8367,46.78,79,100,4.21,overcast clouds
456,Mirnyy,RU,62.5353,113.9611,-12.42,91,100,7.99,overcast clouds
457,Almaty,KZ,43.25,76.95,31.91,100,100,6.71,mist
458,Farafangana,MG,-22.8167,47.8333,73.35,76,100,10.87,overcast clouds
459,Palmerston North,NZ,-40.35,175.6167,76.05,70,36,4.0,scattered clouds
460,Harer,ET,9.3094,42.1258,53.69,41,5,4.9,clear sky
461,San Patricio,US,28.017,-97.5169,58.86,53,100,12.1,overcast clouds
462,Lorengau,PG,-2.0226,147.2712,84.13,71,46,6.31,scattered clouds
463,Salinas,US,36.6777,-121.6555,62.96,60,0,6.91,clear sky
464,Pafos,CY,34.7667,32.4167,56.98,77,0,8.05,clear sky
465,Bambanglipuro,ID,-7.95,110.2833,76.37,89,100,2.68,overcast clouds
466,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,91,70,13.71,broken clouds
467,Mpika,ZM,-11.8343,31.4529,65.35,76,100,8.84,overcast clouds
468,Borovskoy,KZ,53.8,64.15,15.66,81,100,13.18,overcast clouds
469,Biograd Na Moru,HR,43.9433,15.4519,56.75,86,100,16.31,light rain
470,Sitka,US,57.0531,-135.33,46.29,87,40,3.44,scattered clouds
471,Chifeng,CN,42.2683,118.9636,30.29,67,1,5.12,clear sky
472,Agirish,RU,61.9247,63.0231,-9.89,94,90,3.78,overcast clouds
473,Vanavara,RU,60.34,102.2797,12.0,96,100,1.34,light snow
474,Lighthouse Point,US,26.2756,-80.0873,79.0,82,0,5.75,clear sky
475,Genhe,CN,50.7833,121.5167,10.09,91,88,0.4,overcast clouds
476,Obo,CF,5.3998,26.4869,69.6,66,71,0.56,broken clouds
477,Baruun-Urt,MN,46.6806,113.2792,24.06,50,0,6.89,clear sky
478,Souillac,MU,-20.5167,57.5167,62.98,82,20,4.61,light rain
479,Ilovita,RO,44.7564,22.4728,43.2,83,42,1.19,scattered clouds
480,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,48,75,11.18,broken clouds
481,Palestine,PS,31.9216,35.2033,54.93,91,24,9.28,few clouds
482,Hidalgotitlan,MX,17.7833,-94.6333,77.02,92,26,8.88,light rain
483,Samagaltay,RU,50.6022,95.0047,17.31,81,100,1.39,overcast clouds
484,Kholtoson,RU,50.2981,103.3097,15.15,84,39,5.19,scattered clouds
485,Sangin,AF,32.0728,64.8359,51.71,34,0,5.68,clear sky
486,Smolenka,RU,52.1352,113.4974,6.87,100,100,2.24,overcast clouds
487,Hue,VN,16.4667,107.6,75.31,94,75,4.61,mist
488,Vagur,FO,61.4732,-6.8119,49.33,88,100,47.29,overcast clouds
489,Alghero,IT,40.5589,8.3181,68.09,83,40,18.41,scattered clouds
490,Kenai,US,60.5544,-151.2583,32.14,93,0,8.05,clear sky
491,Kibre Mengist,ET,5.8833,38.9833,51.55,95,2,2.8,clear sky
492,Shache,CN,38.4167,77.2406,35.01,37,1,3.83,clear sky
493,Lujan,AR,-34.5703,-59.105,74.05,62,30,2.53,scattered clouds
494,Phalombe,MW,-15.8064,35.6507,67.06,95,54,2.3,broken clouds
495,Aiken,US,33.5835,-81.5998,56.86,97,100,10.36,mist
496,Kita,ML,13.0349,-9.4895,79.84,44,100,1.43,overcast clouds
497,Portland,US,45.5234,-122.6762,49.37,58,5,15.01,clear sky
498,Manta,EC,-0.95,-80.7333,71.38,78,75,17.27,broken clouds
499,Santa Maria,BR,-29.6842,-53.8069,63.66,57,0,4.21,clear sky
500,Nyuksenitsa,RU,60.4128,44.2397,16.38,87,48,1.83,scattered clouds
501,Flinders,AU,-34.5833,150.8552,61.05,56,71,9.35,light rain
502,Mormugao,IN,15.4,73.8,75.58,73,6,5.32,clear sky
503,Ankazoabo,MG,-22.2833,44.5167,71.06,85,10,3.2,clear sky
504,Lensk,RU,60.7253,114.9278,-7.71,90,100,3.8,overcast clouds
505,Krasnyy Chikoy,RU,50.3643,108.7512,12.81,90,60,2.3,broken clouds
506,Milkovo,RU,54.7167,158.6167,30.16,74,100,9.01,overcast clouds
507,Arlit,NE,18.7369,7.3853,67.35,21,94,5.03,overcast clouds
508,Kiunga,PG,-6.1219,141.2906,87.91,65,89,0.81,overcast clouds
509,Scarborough,GB,54.2797,-0.4044,49.66,92,97,5.01,overcast clouds
510,Chadiza,ZM,-14.0678,32.4392,65.39,92,83,4.94,broken clouds
511,Krasnaya Gora,RU,52.9995,31.6023,35.8,90,100,6.58,overcast clouds
512,Orange Cove,US,36.6244,-119.3137,60.46,51,0,0.0,clear sky
513,Miram Shah,PK,33.0086,70.0697,53.47,45,0,6.46,clear sky
514,Buritis,BR,-15.6178,-46.4233,71.15,93,94,0.65,overcast clouds
515,Ekibastuz,KZ,51.6667,75.3667,28.38,70,15,18.57,few clouds
516,Rio Grande,BR,-32.035,-52.0986,64.6,59,0,6.31,clear sky
517,Chanika,TZ,-5.4167,38.0167,68.32,91,94,4.27,overcast clouds
518,Bealanana,MG,-14.55,48.7333,61.59,94,90,2.68,overcast clouds
519,Krasnovishersk,RU,60.4078,57.082,3.52,87,100,1.88,overcast clouds
520,Nouadhibou,MR,20.931,-17.0347,72.9,56,0,11.9,clear sky
521,Arandis,NA,-22.4167,14.9667,61.2,61,0,1.19,clear sky
522,Shunyi,CN,40.125,116.6453,42.75,61,0,4.47,clear sky
523,Half Moon Bay,US,37.4636,-122.4286,64.02,47,0,13.8,clear sky
524,Doha,QA,25.2867,51.5333,78.78,69,0,2.3,clear sky
525,Vaitape,PF,-16.5167,-151.75,79.81,73,100,4.34,overcast clouds
526,Vidor,US,30.1316,-94.0155,48.15,78,100,8.19,overcast clouds
527,Akniste,LV,56.1615,25.7478,34.34,75,100,12.33,overcast clouds
528,Batagay,RU,67.6333,134.6333,-38.18,99,62,3.42,broken clouds
529,Kenora,CA,49.8167,-94.4337,18.09,99,87,4.21,overcast clouds
530,Ubeda,ES,38.0133,-3.3705,59.59,88,100,6.73,overcast clouds
531,Sakaiminato,JP,35.55,133.2333,59.52,55,21,19.57,few clouds
532,Pedernales,DO,18.0384,-71.744,80.28,75,0,2.95,clear sky
533,Floresta,BR,-8.6011,-38.5686,85.06,44,83,17.02,broken clouds
534,Celestun,MX,20.8667,-90.4,78.3,71,12,12.55,few clouds
535,Ternate,ID,0.8,127.4,79.05,88,100,10.38,moderate rain
536,Sioux Lookout,CA,50.1001,-91.917,19.69,96,97,5.03,overcast clouds
537,Taman,RU,45.2117,36.7161,51.69,64,100,6.08,overcast clouds
538,Sept-Iles,CA,50.2001,-66.3821,21.72,79,100,4.61,overcast clouds
539,Tra Vinh,VN,9.9347,106.3453,82.29,75,60,9.15,broken clouds
540,Togur,RU,58.3631,82.8265,32.54,99,100,6.17,light snow
541,Imbituba,BR,-28.24,-48.6703,65.86,71,0,5.3,clear sky
542,Yantal,RU,56.8471,105.2542,25.74,89,99,6.8,overcast clouds
543,Magadan,RU,59.5667,150.8,11.66,66,47,3.27,scattered clouds
544,Hollola,FI,61.05,25.4333,34.0,76,100,7.11,overcast clouds
545,College,US,64.8569,-147.8028,15.58,83,40,5.75,scattered clouds
546,Terra Rica,BR,-22.7094,-52.6169,63.34,63,0,6.26,clear sky
547,Ngaoundere,CM,7.3167,13.5833,66.27,43,100,3.6,overcast clouds
548,Baykit,RU,61.67,96.37,4.06,97,100,2.66,light snow
549,Aksarka,RU,66.5606,67.7975,-8.72,86,80,7.72,broken clouds
550,Araouane,ML,18.9048,-3.5265,76.15,16,100,9.64,overcast clouds
551,Buenos Aires,AR,-34.6132,-58.3772,75.94,39,4,3.4,clear sky
552,Galveston,US,29.3669,-94.9669,50.09,76,100,7.0,overcast clouds
553,Sangar,RU,63.9242,127.4739,-36.74,97,63,3.29,broken clouds
554,Opuwo,NA,-18.0607,13.84,65.89,35,4,2.86,clear sky
555,Svetlogorsk,BY,52.6333,29.7333,37.83,90,100,5.1,overcast clouds
556,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.68,65,16,2.35,few clouds
557,Awbari,LY,26.5921,12.7805,59.99,37,100,2.98,overcast clouds
558,Mikhaylovsk,RU,45.1283,42.0256,30.42,93,0,11.18,clear sky
559,Honiara,SB,-9.4333,159.95,85.69,70,41,6.22,scattered clouds
560,Nisia Floresta,BR,-6.0911,-35.2086,77.81,80,4,7.29,clear sky
561,Embonas,GR,36.2269,27.8564,55.83,77,18,6.31,few clouds
562,La Ronge,CA,55.1001,-105.2842,26.82,93,100,5.75,light snow
563,Shieli,KZ,44.1667,66.75,31.84,91,100,6.08,overcast clouds
564,Matay,EG,28.419,30.7792,60.24,53,0,5.7,clear sky
565,Linxia,CN,35.6003,103.2064,39.24,70,1,2.39,clear sky
566,Soyo,AO,-6.1349,12.3689,76.01,80,100,6.44,overcast clouds
567,Sao Borja,BR,-28.6606,-56.0044,63.95,42,0,2.26,clear sky
568,Eyl,SO,7.9803,49.8164,77.43,78,17,11.59,few clouds
569,Narsaq,GL,60.9167,-46.05,30.42,95,100,3.11,overcast clouds
570,Hinton,CA,53.4001,-117.5857,25.52,94,29,3.44,scattered clouds
571,Luderitz,NA,-26.6481,15.1594,57.87,76,13,11.14,few clouds
572,Biltine,TD,14.5333,20.9167,69.98,25,66,7.43,broken clouds
573,Sidi Ali,DZ,36.0998,0.4206,63.09,74,33,14.25,scattered clouds
574,Casper,US,42.8666,-106.3131,24.82,66,0,9.22,clear sky
575,Gat,IL,31.61,34.7642,63.39,100,8,4.63,clear sky
576,Hattiesburg,US,31.3271,-89.2903,47.25,86,100,12.66,overcast clouds
577,Curumani,CO,9.1999,-73.5427,75.22,97,99,4.03,overcast clouds
578,Belaya Gora,RU,68.5333,146.4167,-20.94,99,100,2.95,overcast clouds
579,Sao Miguel Do Guama,BR,-1.6267,-47.4833,75.33,83,44,4.79,scattered clouds
580,Tautira,PF,-17.7333,-149.15,78.3,78,96,3.78,light rain
581,Agua Verde,MX,22.9,-106.05,75.29,73,0,9.75,clear sky
582,Camacha,PT,33.0833,-16.3333,63.82,82,40,5.75,scattered clouds
583,Kokoda,PG,-8.8785,147.7407,87.33,65,88,5.75,overcast clouds
584,Te Anau,NZ,-45.4167,167.7167,66.06,65,100,2.71,overcast clouds
585,Taunggyi,MM,20.7833,97.0333,61.54,85,7,0.13,clear sky
586,Mount Gambier,AU,-37.8333,140.7667,56.1,49,69,10.31,broken clouds
587,Awjilah,LY,29.1081,21.2869,60.58,54,0,3.91,clear sky
588,Otradnoye,RU,59.7775,30.8181,33.85,90,96,4.16,overcast clouds
589,Tiznit,MA,29.5833,-9.5,65.62,24,14,3.18,few clouds
590,Boulder City,US,35.9786,-114.8325,54.43,17,0,12.66,clear sky
591,Tanabe,JP,33.7333,135.3667,59.76,54,5,13.87,clear sky
592,Otukpo,NG,7.1913,8.1329,73.38,50,98,2.35,overcast clouds
593,Buala,SB,-8.145,159.5921,84.34,70,44,2.57,light rain
594,Oil City,US,41.4339,-79.7064,33.78,96,100,9.22,overcast clouds
595,Kautokeino,NO,69.0125,23.0412,14.79,99,100,2.26,overcast clouds
596,Nador,MA,35.174,-2.9287,70.05,60,0,3.44,clear sky
597,Khandyga,RU,62.6667,135.6,-34.85,100,99,1.28,overcast clouds
598,Lagoa,PT,39.05,-27.9833,63.59,93,42,25.17,scattered clouds
599,Huarmey,PE,-10.0681,-78.1522,64.35,85,68,9.24,broken clouds
600,Las Palmas,ES,28.4204,-14.0131,66.99,43,0,8.05,clear sky
601,Tambovka,RU,50.0969,128.0489,19.96,94,97,3.47,overcast clouds
602,Kingaroy,AU,-26.5333,151.8333,80.49,28,93,11.54,overcast clouds
603,Manadhoo,MV,5.7667,73.3833,81.34,75,100,8.57,overcast clouds
604,Cockburn Town,TC,21.4612,-71.1419,81.81,78,0,17.72,light rain
605,Sebastian,US,35.1668,-94.2669,35.08,97,97,3.09,overcast clouds
606,Bramming,DK,55.4695,8.7001,50.65,87,100,23.02,overcast clouds
607,Rabo De Peixe,PT,37.8,-25.5833,65.28,97,75,16.11,broken clouds
608,Springbok,ZA,-29.6643,17.8865,48.52,71,4,2.08,clear sky
609,Kuytun,RU,54.3419,101.5036,24.37,91,100,4.76,overcast clouds
610,Saint-Paul,RE,-21.0096,55.2707,75.0,86,12,4.72,few clouds
611,North Bend,US,43.4065,-124.2243,53.51,67,0,0.0,clear sky
612,Lucea,JM,18.451,-78.1736,79.86,80,0,12.26,clear sky
613,Gibara,CU,21.1097,-76.1317,78.12,78,1,10.6,clear sky
614,Songjianghe,CN,42.1859,127.479,31.5,55,5,5.93,clear sky
615,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.08,75,27,2.17,scattered clouds
616,Kingsport,US,36.5484,-82.5618,47.59,97,100,0.0,mist
617,Margate,GB,51.3813,1.3862,55.9,89,51,1.99,broken clouds
618,Novorzhev,RU,57.0294,29.3338,32.25,83,100,9.35,overcast clouds
619,Vanimo,PG,-2.6741,141.3028,84.99,66,43,5.84,scattered clouds
620,Shimoga,IN,13.9167,75.5667,68.92,86,71,1.28,broken clouds
621,Semnan,IR,35.5729,53.3971,46.96,48,0,3.98,clear sky
622,Mukhen,RU,48.1,136.1,27.93,56,96,7.56,overcast clouds
623,Champerico,GT,14.3,-91.9167,81.14,74,9,5.1,clear sky
624,Noumea,NC,-22.2763,166.4572,87.78,64,100,9.95,overcast clouds
625,Iqaluit,CA,63.7506,-68.5145,-3.48,100,100,8.3,overcast clouds
626,Urucara,BR,-2.5364,-57.76,83.46,62,91,2.13,overcast clouds
627,Kamien Pomorski,PL,53.9685,14.7726,43.16,92,81,13.98,broken clouds
628,Carballo,ES,43.213,-8.691,58.01,90,100,10.11,overcast clouds
629,Kashi,CN,39.4547,75.9797,33.87,42,81,0.81,broken clouds
630,Ipoti,NG,7.8738,5.0769,67.57,46,100,0.34,overcast clouds
631,Carmo Do Rio Claro,BR,-20.9719,-46.1189,68.11,84,100,0.49,overcast clouds
632,Jinchang,CN,38.4953,102.1739,39.81,24,0,3.58,clear sky
633,Erzin,TR,36.9559,36.2,58.57,79,100,4.88,light rain
634,Manjacaze,MZ,-24.7117,33.8828,62.22,81,0,4.83,clear sky
635,Komsomolskiy,UZ,40.4272,71.7189,45.32,76,40,2.3,scattered clouds
636,Simbahan,PH,6.3032,120.5836,83.01,77,100,7.02,overcast clouds
637,Asfi,MA,32.2994,-9.2372,66.42,66,100,2.42,overcast clouds
638,Sitges,ES,41.2351,1.8119,67.84,56,100,1.99,overcast clouds
639,Tari,NG,12.4086,4.4914,71.55,19,5,9.31,clear sky
640,Mandera,KE,3.9366,41.867,79.65,55,3,10.27,clear sky
641,Kalmunai,LK,7.4167,81.8167,76.64,88,100,9.01,overcast clouds
642,Abu Samrah,SY,35.3029,37.1841,56.68,86,74,5.3,broken clouds
643,Micheweni,TZ,-4.9667,39.8333,77.45,85,3,6.6,light rain
644,General Roca,AR,-39.0333,-67.5833,77.79,30,4,8.97,clear sky
645,Methven,NZ,-43.6333,171.65,73.02,53,100,1.99,overcast clouds
646,Cleveland,US,41.4995,-81.6954,38.01,93,100,9.22,overcast clouds
647,Port Hedland,AU,-20.3167,118.5667,71.65,94,100,0.0,light intensity shower rain
648,Puerto Escondido,MX,15.85,-97.0667,81.43,65,40,5.75,scattered clouds
649,Valparaiso,CL,-33.0393,-71.6273,58.64,88,20,4.61,few clouds
650,Mizdah,LY,31.4451,12.9801,55.06,38,0,6.08,clear sky
651,Kutum,SD,14.2,24.6667,60.67,28,15,9.42,few clouds
652,Linguere,SN,15.3953,-15.1193,78.55,42,79,7.43,broken clouds
653,Krasnoselkup,RU,65.7,82.4667,-15.81,97,7,9.69,clear sky
654,Mount Vernon,US,40.9126,-73.8371,44.62,75,100,11.5,moderate rain
655,Manokwari,ID,-0.8667,134.0833,81.86,76,98,5.06,overcast clouds
656,Nha Trang,VN,12.25,109.1833,80.6,81,100,4.47,overcast clouds
657,Korla,CN,41.7597,86.1469,35.74,49,100,6.93,overcast clouds
658,Kang,BW,-23.6752,22.7876,73.26,42,0,11.25,clear sky
659,Dabakala,CI,8.3667,-4.4333,73.9,71,2,2.26,clear sky
660,Ravar,IR,31.2656,56.8055,53.31,46,0,0.11,clear sky
661,Hobyo,SO,5.3505,48.5268,80.89,70,91,14.38,overcast clouds
662,Fort-Shevchenko,KZ,44.5086,50.263,36.0,59,6,2.95,clear sky
663,Bemidji,US,47.4736,-94.8803,29.91,98,40,0.0,scattered clouds
664,Caravelas,BR,-17.7125,-39.2481,76.44,88,100,9.08,overcast clouds
665,Tarrafal,CV,15.2833,-23.7667,74.19,77,80,11.14,broken clouds
666,Porgera,PG,-5.4667,143.2,57.42,64,78,4.16,broken clouds
667,Toribio,CO,2.9548,-76.2684,60.66,97,100,3.18,moderate rain
668,Darhan,MN,49.4867,105.9228,26.58,51,100,9.35,overcast clouds
669,Werda,BW,-25.2667,23.2833,74.35,41,18,11.36,few clouds
670,Canutama,BR,-6.5339,-64.3831,74.28,97,100,5.12,moderate rain
671,Luba,GQ,3.4568,8.5547,79.39,80,100,5.3,light rain
672,Hukuntsi,BW,-24.0,21.75,74.19,46,0,9.08,clear sky
673,Kayerkan,RU,69.3497,87.7602,-14.6,100,99,1.72,overcast clouds
674,Deqing,CN,30.5448,119.9599,61.95,64,7,3.31,clear sky
675,Kuruman,ZA,-27.4524,23.4325,61.0,57,0,2.53,clear sky
676,Walvis Bay,NA,-22.9575,14.5053,58.08,82,0,10.58,clear sky
677,Grand-Bourg,GP,15.8835,-61.3148,75.15,70,6,18.86,clear sky
678,Kavadarci,MK,41.4331,22.0119,49.3,94,66,0.25,broken clouds
679,Hounde,BF,11.5,-3.5167,73.42,22,14,5.39,few clouds
680,Misratah,LY,32.3754,15.0925,66.85,62,0,10.69,clear sky
681,Kharar,IN,30.7444,76.6478,59.76,56,0,4.72,clear sky
682,Campbell River,CA,50.0163,-125.2446,41.47,72,100,1.41,overcast clouds
683,Chicama,PE,-7.8447,-79.1469,63.14,82,87,6.42,overcast clouds
684,Treinta Y Tres,UY,-33.2333,-54.3833,59.18,63,0,3.83,clear sky
685,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.64,39,100,6.49,overcast clouds
686,Ponnani,IN,10.767,75.9252,74.52,90,50,5.84,scattered clouds
687,Guiyang,CN,26.5833,106.7167,52.66,92,100,4.72,overcast clouds
688,Whitehorse,CA,60.7161,-135.0538,31.1,92,100,8.05,light snow
689,Lata,PT,40.1629,-8.3327,56.07,95,100,3.62,overcast clouds
690,Chinu,CO,9.1057,-75.3981,75.52,94,97,6.62,overcast clouds
691,Ucluelet,CA,48.9329,-125.5528,44.1,84,13,3.69,few clouds
692,Manitouwadge,CA,49.1215,-85.8403,19.11,89,100,6.55,overcast clouds
693,Banda Aceh,ID,5.5577,95.3222,79.34,81,100,13.04,light rain
694,Ayan,RU,56.45,138.1667,8.37,61,0,13.53,clear sky
695,Odweyne,SO,9.4092,45.064,65.17,44,98,3.29,overcast clouds
696,Elizabeth City,US,36.2946,-76.2511,64.42,87,100,12.66,moderate rain
697,Alekseyevsk,RU,57.8406,108.3492,29.71,96,100,4.83,snow
698,Chegdomyn,RU,51.1167,133.0167,13.37,83,100,0.85,overcast clouds
