City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
610,Saint-Paul,RE,75.0,few clouds,-21.0096,55.2707,Boucan Canot
611,North Bend,US,53.51,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
612,Lucea,JM,79.86,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
613,Gibara,CU,78.12,clear sky,21.1097,-76.1317,Sol y Mar
615,Miracema Do Tocantins,BR,78.08,scattered clouds,-9.5618,-48.3967,Miami Apart Hotel
617,Margate,GB,55.9,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
620,Shimoga,IN,68.92,broken clouds,13.9167,75.5667,CLIFF EMBASSY BANQUET AND SUITES
628,Carballo,ES,58.01,overcast clouds,43.213,-8.691,Pazo do Souto
630,Ipoti,NG,67.57,overcast clouds,7.8738,5.0769,"Hotel Saint Abigail Hall n Suites, Ipoti-Ekiti"
631,Carmo Do Rio Claro,BR,68.11,overcast clouds,-20.9719,-46.1189,Varandas da Montanha Hotel
633,Erzin,TR,58.57,light rain,36.9559,36.2,Artemis Otel
634,Manjacaze,MZ,62.22,clear sky,-24.7117,33.8828,Hotel Gani
637,Asfi,MA,66.42,overcast clouds,32.2994,-9.2372,Hôtel Abda
638,Sitges,ES,67.84,overcast clouds,41.2351,1.8119,URH Sitges Playa
639,Tari,NG,71.55,clear sky,12.4086,4.4914,
640,Mandera,KE,79.65,clear sky,3.9366,41.867,Red Sea Resort & Suites Mandera County
641,Kalmunai,LK,76.64,overcast clouds,7.4167,81.8167,VS Villa
642,Abu Samrah,SY,56.68,broken clouds,35.3029,37.1841,
643,Micheweni,TZ,77.45,light rain,-4.9667,39.8333,
644,General Roca,AR,77.79,clear sky,-39.0333,-67.5833,Hotel El Recreo
645,Methven,NZ,73.02,overcast clouds,-43.6333,171.65,Brinkley Resort
647,Port Hedland,AU,71.65,light intensity shower rain,-20.3167,118.5667,The Esplanade Hotel
649,Valparaiso,CL,58.64,few clouds,-33.0393,-71.6273,Hotel Ultramar
650,Mizdah,LY,55.06,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
651,Kutum,SD,60.67,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
652,Linguere,SN,78.55,broken clouds,15.3953,-15.1193,AYO Casablanca
658,Kang,BW,73.26,clear sky,-23.6752,22.7876,Kang Ultra Stop
659,Dabakala,CI,73.9,clear sky,8.3667,-4.4333,Mosquée
660,Ravar,IR,53.31,clear sky,31.2656,56.8055,computertik
664,Caravelas,BR,76.44,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
665,Tarrafal,CV,74.19,broken clouds,15.2833,-23.7667,Hotel Ixola
666,Porgera,PG,57.42,broken clouds,-5.4667,143.2,
667,Toribio,CO,60.66,moderate rain,2.9548,-76.2684,Casa de Huespedes Toribio
669,Werda,BW,74.35,few clouds,-25.2667,23.2833,
670,Canutama,BR,74.28,moderate rain,-6.5339,-64.3831,Endereço Atual- Mauricio da Silva Lima
671,Luba,GQ,79.39,light rain,3.4568,8.5547,
672,Hukuntsi,BW,74.19,clear sky,-24.0,21.75,Its me guest house
674,Deqing,CN,61.95,clear sky,30.5448,119.9599,Narada Boutique Hotel Huzhou Deqing
675,Kuruman,ZA,61.0,clear sky,-27.4524,23.4325,A HOTEL KURUMAN
677,Grand-Bourg,GP,75.15,clear sky,15.8835,-61.3148,Coco Beach Resort
679,Hounde,BF,73.42,few clouds,11.5,-3.5167,Carrefour où ouvriers dorment
680,Misratah,LY,66.85,clear sky,32.3754,15.0925,Almasa Hotel
681,Kharar,IN,59.76,clear sky,30.7444,76.6478,OYO 19817 Hotel Sartaj
683,Chicama,PE,63.14,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
684,Treinta Y Tres,UY,59.18,clear sky,-33.2333,-54.3833,Jardines Apart-Hotel
685,Presidencia Roque Saenz Pena,AR,71.64,overcast clouds,-26.7852,-60.4388,Hotel Gualok
686,Ponnani,IN,74.52,scattered clouds,10.767,75.9252,Rouba Residency
687,Guiyang,CN,52.66,overcast clouds,26.5833,106.7167,Guo Tai Hotel Guiyang
689,Lata,PT,56.07,overcast clouds,40.1629,-8.3327,Terraços da Beira
690,Chinu,CO,75.52,overcast clouds,9.1057,-75.3981,Restaurante y Hotel Punto y ComaX
693,Banda Aceh,ID,79.34,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
695,Odweyne,SO,65.17,overcast clouds,9.4092,45.064,Eng Hiirey House
696,Elizabeth City,US,64.42,moderate rain,36.2946,-76.2511,Hampton Inn Elizabeth City
700,Itoman,JP,73.42,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
